task,correct_response,difficulty_level,fam_loop.thisRepN,fam_loop.thisTrialN,fam_loop.thisN,fam_loop.thisIndex,pa_loop.thisRepN,pa_loop.thisTrialN,pa_loop.thisN,pa_loop.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,Reference_time,block1,block2,welcome_scr,key_interrupt_welcome.started,key_interrupt_welcome.keys,key_interrupt_welcome.rt,instruction_text.started,key_resp_instruction.started,key_resp_instruction.keys,key_resp_instruction.rt,trigger_time_fam_onset,fam_duration,key_resp_fam.started,key_resp_fam.keys,key_resp_fam.corr,key_resp_fam.rt,fam_fix,trigger_time_fam_recovery,recovery_fam.started,trigger_time_fam_vas_val,VAS_Valence_fam_.started,VAS_Valence_Slider_fam.response,trigger_time_fam_vas_arousal,VAS_Arousal_fam_.started,VAS_Arousal_Slider_fam.response,trigger_time_fam_vas_emoState,VAS_emoState_fam_.started,VAS_emoState_image_fam.started,VAS_emoState_Slider_fam.response,key_resp_FamEnd.started,key_resp_FamEnd.keys,key_resp_FamEnd.rt,trigger_time_pa_baseline,baseline_pa.started,trigger_time_pa_onset,pa_duration,key_resp_pa.started,key_resp_pa.keys,key_resp_pa.corr,key_resp_pa.rt,trigger_time_pa_recovery,recovery_pa.started,trigger_time_pa_VAS_val_b,VAS_Valence_b_pa.started,VAS_Valence_Slider_b_pa.response,trigger_time_pa_VAS_arousal_b,VAS_Arousal_b_pa.started,VAS_Arousal_Slider_b_pa.response,trigger_time_pa_VAS_emoState_b,VAS_emoState_b_pa.started,VAS_emoState_image_b_pa.started,VAS_emoState_Slider_b_pa.response,trigger_time_pa_VAS_val_a,VAS_Valence_a_pa.started,VAS_Valence_Slider_a_pa.response,trigger_time_pa_VAS_arousal_a,VAS_Arousal_a_pa.started,VAS_Arousal_Slider_a_pa.response,trigger_time_pa_VAS_emoState_a,VAS_emoState_a_pa.started,VAS_emoState_image_a_pa.started,VAS_emoState_Slider_a_pa.response,trigger_time_pa_VAS_val_r,VAS_Valence_r_pa.started,VAS_Valence_Slider_r_pa.response,trigger_time_pa_VAS_arousal_r,VAS_Arousal_r_pa.started,VAS_Arousal_Slider_r_pa.response,trigger_time_pa_VAS_emoState_r,VAS_emoState_r_pa.started,VAS_emoState_image_r_pa.started,VAS_emoState_Slider_r_pa.response,trigger_time_b1_baseline,baseline_b1.started,trigger_time_b1_task_onset,b1_duration,key_resp_b1.started,key_resp_b1.keys,key_resp_b1.corr,key_resp_b1.rt,soundFeed.started,trigger_time_b1_recovery,recovery_b1.started,recovery_b1.stopped,trigger_time_b1_VAS_val_b,VAS_Valence_b_b1.started,VAS_Valence_Slider_b_b1.response,trigger_time_b1_VAS_arousal_b,VAS_Arousal_b_b1.started,VAS_Arousal_Slider_b_b1.response,trigger_time_b1_VAS_emoState_b,VAS_emoState_b_b1.started,VAS_emoState_image_b_b1.started,VAS_emoState_Slider_b_b1.response,trigger_time_b1_VAS_val_a,VAS_Valence_a_b1.started,VAS_Valence_Slider_a_b1.response,trigger_time_b1_VAS_arousal_a,VAS_Arousal_a_b1.started,VAS_Arousal_Slider_a_b1.response,trigger_time_b1_VAS_emoState_a,VAS_emoState_a_b1.started,VAS_emoState_image_a_b1.started,VAS_emoState_Slider_a_b1.response,trigger_time_b1_VAS_val_r,VAS_Valence_r_b1.started,VAS_Valence_Slider_r_b1.response,trigger_time_b1_VAS_arousal_r,VAS_Arousal_r_b1.started,VAS_Arousal_Slider_r_b1.response,trigger_time_b1_VAS_emoState_r,VAS_emoState_r_b1.started,VAS_emoState_image_r_b1.started,VAS_emoState_Slider_r_b1.response,key_resp_RelaXinstruction.started,key_resp_RelaXinstruction.keys,key_resp_RelaXinstruction.rt,trigger_time_relaxation_onset,Relaxation_End,trigger_time_b2_baseline,baseline_b2.started,trigger_time_b2_task_onset,b2_duration,key_resp_b2.started,key_resp_b2.keys,key_resp_b2.corr,key_resp_b2.rt,trigger_time_b2_recovery,recovery_b2.started,trigger_time_b2_VAS_val_b,VAS_Valence_b_b2.started,VAS_Valence_Slider_b_b2.response,trigger_time_b2_VAS_arousal_b,VAS_Arousal_b_b2.started,VAS_Arousal_Slider_b_b2.response,trigger_time_b2_VAS_emoState_b,VAS_emoState_b_b2.started,VAS_emoState_image_b_b2.started,VAS_emoState_Slider_b_b2.response,trigger_time_b2_VAS_val_a,VAS_Valence_a_b2.started,VAS_Valence_Slider_a_b2.response,trigger_time_b2_VAS_arousal_a,VAS_Arousal_a_b2.started,VAS_Arousal_Slider_a_b2.response,trigger_time_b2_VAS_emoState_a,VAS_emoState_a_b2.started,VAS_emoState_image_a_b2.started,VAS_emoState_Slider_a_b2.response,trigger_time_b2_VAS_val_r,VAS_Valence_r_b2.started,VAS_Valence_Slider_r_b2.response,trigger_time_b2_VAS_arousal_r,VAS_Arousal_r_b2.started,VAS_Arousal_Slider_r_b2.response,trigger_time_b2_VAS_emoState_r,VAS_emoState_r_b2.started,VAS_emoState_image_r_b2.started,VAS_emoState_Slider_r_b2.response,trigger_time_end,last_message.started,key_resp_goodbye.started,key_resp_goodbye.keys,key_resp_goodbye.rt,timestamp,TotalReward,EndofExp,participant,session,date,expName,psychopyVersion,frameRate,
4 x 79 = 316,m,1,,,,,0,11,11,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1603866999994,z,0,2.5611625999999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
8 x 33 = 267,z,1,,,,,0,12,12,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.7490253999995,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
44 + 28 = 71,z,0,,,,,0,13,13,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.7605996000002,z,1,3.0620607000000746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
88 x 6 = 532,z,1,,,,,0,14,14,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.8540940000003,z,1,1.6368756000001667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
9 x 55 = 495,m,1,,,,,0,15,15,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.5122375999999,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
44 : 4 = 14,z,1,,,,,0,16,16,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.5237194000001,z,1,2.655405999999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
40 : 8 = 5,m,1,,,,,0,17,17,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.2161504999995,m,1,2.9391897000004974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
71 - 94 = -23,m,0,,,,,0,18,18,3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1891186000003,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
85 x 3 = 258,z,1,,,,,0,19,19,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.2007028999997,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
27 : 9 = 3,m,1,,,,,0,20,20,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.2122623999994,m,1,1.1787537000000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
66 x 6 = 392,z,1,,,,,0,21,21,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.4196999999995,z,1,2.3450504000002184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
69 x 5 = 349,z,1,,,,,0,22,22,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.7912464999999,z,1,3.2706143000004886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
9 x 49 = 439,z,1,,,,,0,23,23,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0850807999996,m,0,3.4964384999993854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
6 x 47 = 286,z,1,,,,,0,24,24,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.6125185999999,z,1,3.3408237000003282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
14 + 17 = 32,z,0,,,,,0,25,25,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.9731852999994,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
78 - 24 = 54,m,0,,,,,0,26,26,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.9846428999999,z,0,2.0442314000001716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
28 : 7 = 4,m,1,,,,,0,27,27,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0600794000002,z,0,1.44170000000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
38 x 5 = 190,m,1,,,,,0,28,28,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.5303389999999,m,1,3.9135980000000927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
67 x 6 = 402,m,1,,,,,0,29,29,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.4751557,m,1,3.133948199999395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
40 - 44 = -3,z,0,,,,,0,30,30,3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.6353595999999,z,1,2.4977324999999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
44 - 98 = -54,m,0,,,,,0,31,31,3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.1614310999994,m,1,3.3037870999996812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
4 x 34 = 136,m,1,,,,,0,32,32,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.5052809999997,m,1,2.2081566000006205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
3 x 17 = 49,z,1,,,,,0,33,33,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.7433740999995,z,1,2.7936110000000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
90 x 6 = 536,z,1,,,,,0,34,34,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.5698224999996,z,1,3.3645646999993915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
90 : 2 = 47,z,1,,,,,0,35,35,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0055162999997,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
90 - 98 = -12,z,0,,,,,0,36,36,3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.0003151000001,z,1,2.330766600000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
4 x 68 = 272,m,1,,,,,0,37,37,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.3553714999998,z,0,3.237915800000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
54 : 9 = 3,z,1,,,,,0,38,38,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.6157814999997,z,1,3.4209502999992765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
5 x 23 = 112,z,1,,,,,0,39,39,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0597044999995,z,1,3.1993155999998635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
3 x 81 = 243,m,1,,,,,0,40,40,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.2868121000001,m,1,2.424138100000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
22 + 71 = 92,z,0,,,,,0,41,41,3547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.7419224999994,z,1,2.5499114999993253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
60 - 40 = 20,m,0,,,,,0,42,42,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.3138552,m,1,1.6316498000005595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
84 + 15 = 95,z,0,,,,,0,43,43,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.9719297000001,z,1,2.0583841999996366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
9 x 50 = 450,m,1,,,,,0,44,44,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0639407999997,m,1,1.636196899999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
6 x 19 = 114,m,1,,,,,0,45,45,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.7346274000001,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
67 x 6 = 404,z,1,,,,,0,46,46,2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.7461056000002,m,0,1.4546379000003071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
85 x 4 = 343,z,1,,,,,0,47,47,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.2372897999994,z,1,1.4454969999997047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
5 x 90 = 453,z,1,,,,,0,48,48,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.7075593,z,1,1.6911642999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
48 x 2 = 96,m,1,,,,,0,49,49,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.4323555999999,m,1,2.3796462999998766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
28 : 4 = 6,z,1,,,,,0,50,50,2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.8374285,z,1,3.2271403000004284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
15 x 7 = 106,z,1,,,,,0,51,51,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0977668999994,z,1,2.3966630999993868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
